,buy,wallet,bitcoin,get,start,price,last,day,ope,feature,global,payment,miss,exchange,latest,continue,bitcoincom,cryptocurrency,trading,digital,currency,bitcoins,new,follow,announce,large,user,year,financial,market,world,platform,money,blockchain,asset,launch,firm,first,use,one,case,big,technology,service,make,say,fund,central,bank,satoshi,month,reveal,trade,see,cash,million,company,mining,security,featured,update,jamie,redman,project,high,government,App,billion,finance,investment,create,mine,show,network,report,investor,coin,offer,crypto,regulation,revolution,btc,week,plan,cryptocurrencies,token,hour,ago,bch,Open time
20210104,16,0,289,23,0,101,0,296,0,14,0,49,52,44,2,18,0,45,24,0,0,50,133,0,12,10,10,39,16,106,0,0,11,27,28,12,32,0,0,10,40,10,10,24,26,57,0,0,12,5,11,0,10,10,28,61,16,19,0,1,22,11,3,0,79,10,0,21,109,16,12,21,10,12,10,41,15,15,60,75,5,97,0,0,0,11,80,376,0,20210104
20210105,16,0,232,10,0,64,0,273,0,13,0,60,41,33,2,17,24,58,12,0,0,46,64,0,24,11,10,28,16,150,0,0,11,15,16,12,32,0,11,0,41,0,0,24,26,58,0,0,0,5,10,0,0,10,28,59,16,9,0,1,43,11,11,12,54,10,0,21,106,16,0,11,10,12,10,31,15,15,62,53,5,95,0,0,11,36,103,377,0,20210105
20210106,26,0,217,0,15,43,27,247,0,3,10,36,30,65,2,27,24,16,39,48,10,47,23,0,36,47,0,41,10,104,0,15,11,16,67,36,42,0,31,25,20,0,0,24,0,31,23,11,41,5,22,0,25,0,12,59,16,24,21,1,10,11,11,12,12,0,0,10,81,39,0,0,0,12,32,56,27,0,102,53,5,88,0,0,0,34,106,354,0,20210106
20210107,0,0,241,0,0,89,28,271,0,37,22,37,60,43,2,11,24,47,27,36,11,27,44,0,24,36,0,32,0,123,0,12,11,28,58,12,22,15,23,26,71,0,0,36,11,34,42,10,32,29,0,0,41,41,12,73,10,10,30,1,45,11,3,12,34,0,0,10,91,47,0,0,0,12,34,82,28,0,111,43,5,54,0,12,0,34,151,403,0,20210107
20210108,12,11,232,0,0,55,16,241,0,35,22,37,60,57,2,29,24,48,22,43,23,11,30,0,24,16,0,16,0,124,0,12,11,28,47,12,21,16,22,28,71,0,0,48,11,89,61,0,22,15,0,0,16,39,52,59,10,20,21,1,69,11,3,12,22,0,0,10,91,11,0,0,0,12,10,74,16,0,108,51,5,68,0,22,0,34,163,403,0,20210108
20210110,10,34,262,0,10,43,16,252,21,25,0,16,10,42,2,16,24,16,10,31,21,10,20,10,24,26,24,16,0,86,0,12,10,39,58,0,0,16,20,37,10,21,0,34,0,70,39,10,20,5,0,0,16,16,61,74,0,23,34,1,0,0,0,12,0,32,0,0,80,12,0,1,0,20,0,64,16,10,118,21,5,68,12,10,0,24,91,355,0,20210110
20210111,0,22,280,0,12,85,16,297,11,35,0,0,60,12,2,6,24,0,12,40,10,57,26,0,12,37,22,16,0,103,0,12,32,34,53,12,12,16,0,16,60,21,0,22,26,75,32,0,33,16,0,0,16,16,43,72,0,10,45,1,11,33,17,12,10,10,0,0,81,12,26,11,0,32,37,60,0,10,189,24,5,57,0,50,0,24,118,415,0,20210111
20210112,11,10,307,0,12,118,16,285,11,16,11,0,60,0,2,6,12,0,0,16,10,62,25,12,0,27,21,16,0,125,0,24,35,22,63,12,0,16,0,16,60,21,0,12,15,53,32,12,10,16,11,0,16,16,42,71,11,42,42,1,22,33,17,12,10,10,0,21,94,44,27,2,0,12,38,71,0,0,158,34,5,69,0,41,0,12,117,403,0,20210112
20210113,0,10,262,0,12,106,16,296,1,14,0,0,60,68,3,6,12,0,0,38,0,71,35,12,12,27,10,16,0,111,0,24,21,12,53,34,0,28,0,16,60,11,0,12,15,65,44,12,22,16,0,0,16,16,54,60,0,31,33,1,32,33,17,0,22,10,0,32,92,22,26,13,10,12,26,60,0,0,200,24,5,70,0,51,11,12,101,399,0,20210113
20210114,11,0,193,0,0,75,16,189,0,37,12,0,20,52,2,6,12,36,0,26,0,65,46,24,12,16,10,27,12,70,0,12,0,12,44,22,0,38,0,16,20,11,0,11,15,43,32,10,10,16,0,0,16,16,54,48,11,40,0,1,21,22,14,0,0,22,10,20,82,22,25,2,11,0,26,72,0,10,157,54,5,58,11,39,0,12,159,350,0,20210114
20210115,21,0,257,12,0,53,16,242,0,33,43,0,30,35,2,6,23,21,12,16,0,20,33,10,12,16,0,26,24,102,11,0,0,22,42,12,0,28,0,27,30,11,0,0,27,53,32,0,12,5,0,12,16,27,43,36,10,59,0,2,0,11,3,0,21,10,0,0,70,20,26,14,11,0,15,48,0,0,160,74,5,48,0,40,0,12,114,356,0,20210115
20210116,10,0,264,10,0,32,28,242,0,23,33,0,30,58,2,6,23,35,24,16,23,11,23,0,12,16,0,27,10,79,0,11,0,22,32,44,0,28,0,16,30,0,0,0,15,74,32,0,24,5,12,0,16,38,33,27,0,69,0,1,0,11,3,0,21,10,0,12,70,10,26,14,0,0,15,48,0,11,158,53,5,38,0,60,0,22,114,356,0,20210116
20210117,10,0,248,0,0,31,10,278,0,24,21,0,30,76,2,6,23,20,54,11,11,22,21,0,12,39,0,10,0,67,0,0,0,12,0,22,0,28,0,0,30,0,0,0,0,79,32,11,70,5,10,23,0,36,33,38,0,43,0,1,0,11,3,0,11,12,0,42,81,15,27,11,0,0,16,27,0,21,123,47,5,40,0,47,0,12,82,372,0,20210117
20210118,0,0,226,0,0,57,21,269,0,23,21,15,30,67,2,6,11,20,46,23,12,21,21,0,0,42,0,35,0,24,0,0,0,12,11,22,0,12,0,0,30,0,0,0,11,121,56,24,76,5,10,12,0,10,33,32,0,32,15,1,0,11,3,0,12,23,0,85,92,0,27,21,0,0,16,0,12,10,115,56,5,28,11,47,0,0,118,388,0,20210118
20210119,0,0,170,0,0,41,0,287,0,25,0,0,30,32,2,0,11,11,22,10,10,20,0,0,0,42,12,0,55,42,0,0,0,12,0,24,0,0,21,28,30,0,0,0,0,108,22,10,53,5,0,0,0,0,24,38,28,53,16,1,11,11,3,0,1,30,0,42,115,28,12,1,0,0,21,68,12,0,106,42,5,0,21,27,0,0,134,393,11,20210119
20210120,0,0,203,0,0,40,0,301,0,35,0,0,30,54,2,6,23,50,10,10,10,10,0,0,24,0,0,0,56,67,0,12,0,0,0,12,0,0,10,26,30,0,0,0,0,78,33,10,35,5,0,0,0,0,10,36,26,33,16,1,11,11,3,0,53,42,0,102,125,16,23,2,0,0,10,54,12,0,138,41,5,0,10,40,0,0,118,393,10,20210120
20210121,0,0,228,0,0,32,0,256,0,34,0,0,40,46,2,17,15,22,0,0,28,10,10,11,24,0,0,0,57,48,0,24,0,0,54,12,53,0,22,10,40,0,0,0,26,31,23,12,44,5,0,12,11,12,21,47,25,9,15,1,10,11,3,11,16,10,0,53,147,38,10,12,15,0,10,10,0,0,119,47,5,0,0,28,12,0,146,404,10,20210121
20210122,0,0,258,16,0,32,0,237,0,22,10,0,40,66,2,6,15,31,0,10,26,0,10,0,39,43,0,0,40,37,43,24,0,10,85,68,73,36,0,0,40,0,0,12,10,49,33,0,53,5,0,0,10,10,67,26,16,9,0,1,0,11,3,10,10,0,0,10,126,26,22,1,16,0,12,0,21,0,100,42,5,0,0,12,12,0,155,404,0,20210122
20210123,21,11,180,16,0,43,0,285,0,2,10,0,50,90,2,0,15,60,0,73,0,0,0,0,40,42,0,0,60,66,42,24,0,20,120,54,58,26,10,0,50,0,0,15,0,10,63,0,63,5,0,10,0,31,53,49,57,1,12,1,11,33,17,0,10,0,0,11,125,26,0,11,16,12,10,26,10,0,140,42,5,0,0,10,10,0,118,415,0,20210123
20210124,31,10,246,16,0,79,0,310,12,15,12,0,50,95,2,6,15,12,0,63,0,0,25,0,40,32,11,15,10,63,32,24,0,22,110,44,49,31,0,0,50,24,0,11,0,11,54,0,42,5,0,0,0,15,43,20,53,78,0,11,10,33,17,0,15,0,0,10,104,0,0,22,0,0,31,36,11,0,248,52,5,0,0,0,25,0,67,404,0,20210124
20210125,29,10,272,16,0,105,0,299,11,26,11,0,50,95,2,6,15,20,0,63,0,0,38,0,40,32,11,26,10,53,32,24,12,10,120,44,27,42,0,0,50,22,0,10,0,12,65,0,32,5,0,0,0,26,43,10,42,43,0,11,10,33,17,0,26,12,0,10,103,0,0,22,12,10,0,37,12,0,235,67,5,0,0,0,48,0,94,393,0,20210125
20210126,10,0,246,16,0,89,0,301,10,25,10,0,30,95,2,6,0,43,0,32,11,11,25,0,16,42,10,15,0,43,32,12,24,0,79,67,26,31,0,0,30,22,0,0,0,21,43,0,32,17,12,0,0,15,43,12,43,31,11,1,0,22,6,0,15,24,0,0,94,24,0,22,0,10,10,26,10,1,182,42,5,22,0,0,36,0,103,393,0,20210126
20210127,20,0,254,16,0,47,10,234,0,37,0,11,30,98,2,6,12,33,0,42,0,10,39,11,16,32,0,27,12,46,32,0,0,0,89,77,16,31,10,0,30,0,0,0,0,12,42,30,61,15,32,0,0,35,63,10,32,52,31,1,0,22,6,0,25,10,0,0,71,10,0,36,0,12,10,16,0,0,164,64,5,20,0,0,35,0,147,382,0,20210127
20210129,0,11,230,0,0,96,0,223,0,34,33,0,50,117,2,6,0,0,12,54,10,10,28,11,16,15,10,16,21,36,0,32,0,31,96,32,15,26,0,11,50,0,0,0,0,72,93,0,23,5,10,0,0,0,32,35,47,20,65,1,0,22,6,10,16,0,1,0,81,78,10,1,0,12,10,16,0,27,150,43,5,35,0,0,37,0,153,388,0,20210129
20210202,11,0,151,12,15,49,0,259,0,46,12,0,30,16,2,6,0,16,12,22,12,10,0,28,16,25,0,10,0,28,20,12,0,0,12,0,0,0,0,10,30,10,0,0,11,22,32,0,0,5,0,0,0,10,36,22,42,43,0,1,0,11,3,0,0,0,0,0,130,54,10,1,0,0,0,10,10,12,83,72,5,47,15,26,21,36,158,405,0,20210202
20210205,21,0,188,0,12,78,0,265,0,51,0,55,40,22,2,6,12,22,48,47,36,20,27,65,27,0,12,0,10,56,0,12,0,10,23,70,67,40,16,0,40,10,13,36,0,11,24,0,58,5,0,0,12,24,0,24,27,10,0,1,10,11,11,0,23,11,0,0,111,57,11,1,10,10,12,38,22,25,164,44,5,58,28,0,34,32,151,416,0,20210205
20210207,11,0,167,0,22,64,0,302,0,40,0,64,40,11,2,6,12,31,49,33,22,0,37,43,15,0,12,12,0,76,0,12,0,46,24,82,79,39,16,0,40,0,1,16,11,10,22,21,80,17,0,0,12,0,12,12,25,0,0,1,11,11,11,0,22,11,0,11,80,34,10,0,0,0,2,26,12,24,113,32,5,70,16,0,32,21,102,404,0,20210207
20210221,41,12,240,27,12,44,0,283,0,2,0,0,40,10,2,0,0,27,38,60,12,16,24,0,12,0,24,0,0,69,0,10,0,66,38,38,20,28,15,0,40,0,1,0,0,42,0,11,21,5,0,0,16,54,54,104,65,39,23,1,22,44,20,0,10,11,15,89,92,0,0,2,12,12,10,22,10,0,75,76,5,93,12,31,16,22,138,405,0,20210221
20210225,41,12,240,27,12,44,0,283,0,2,0,0,40,10,2,0,0,27,38,60,12,16,24,0,12,0,24,0,0,69,0,10,0,66,38,38,20,28,15,0,40,0,1,0,0,42,0,11,21,5,0,0,16,54,54,104,65,39,23,1,22,44,20,0,10,11,15,89,92,0,0,2,12,12,10,22,10,0,75,76,5,93,12,31,16,22,138,405,0,20210225
20210227,36,10,165,23,0,32,0,236,0,13,0,0,40,31,2,6,0,119,63,62,15,0,36,0,12,0,30,0,16,54,0,27,0,34,22,50,0,12,0,0,40,0,1,80,0,43,37,49,124,5,0,0,0,10,16,63,32,42,45,1,10,44,20,0,0,36,0,20,105,11,0,2,10,12,11,26,10,50,112,50,5,50,0,0,0,35,142,405,0,20210227
